Oocyte	 
 	Slc35g1
 	Lims1
 	4930548K13Rik
 	Sall3
 	Max
 	Fam78a
 	Npc1
 	Tle4
 	Ppcdc
 	Usp38
 	Mmp20
 	Isl2
 	Speer4d
 	4930543E12Rik
 	Mtfr2
 	Vmn2r111
 	Psmd14
 	Gm20826
 	Serpinb5
 	Mei4
 	AI839979
 	4922501C03Rik
 	Rsph6a
 	A530099J19Rik
 	Scgb2b3
 	Gm1943
 	Rgs8
 	Scx
 	Park2
 	Tfcp2l1
 	Ube2q2
 	9430023L20Rik
 	Vmn2r121
 	Gm9513
 	Cdh20
 	Cyp26a1
 	Ints12
 	Gm12718
 	Limk1
 	Mir221
 	Adra2a
 	Vmn2r83
 	Slfn10-ps
 	Chchd6
 	Ntm
 	Bmpr1b
 	Dpp10
 	Phactr4
 	Tab1
 	Cfl1
 	Tmtc2
 	Skor2
 	Gm8994
 	Rprl2
 	Gm20063
 	Dis3l2
 	Tank
 	Fam5c
 	BC048507
 	Vmn1r88
 	Mapt
 	Aspa
 	Zswim1
 	0610012H03Rik
 	4930563F08Rik
 	Catsperb
 	Lamc3
 	Lrfn5
 	Wbscr17
 	AI987944
 	5730507C01Rik
 	Fam43a
 	D930032P07Rik
 	Fam117b
 	Car2
 	Sept11
 	Man2a1
 	Dusp8
 	Rusc2
 	Aass
 	Cobll1
 	Arfgef2
 	Pigk
 	Xpr1
 	Polr3e
 	Rtn4rl2
 	D130009I18Rik
 	Tshz2
 	Zap70
 	Parvg
 	Mycn
 	1700025K24Rik
 	Snrpa1
 	Stox1
 	Gpm6a
 	1700101O22Rik
 	Dmap1
 	Btbd3
 	Pitpnb
 	Xrcc6bp1
 	C8b
 	Prkab2
 	Gm4598
 	Aebp2
 	Tmem209
 	Rapgef2
 	4930553E22Rik
 	Dapk1
 	Smarca5-ps
 	Basp1
 	4930423M02Rik
 	A630075F10Rik
 	Rell1
 	Etv1
 	Txnl1
 	Lrrc59
 	Adk
 	Rarg
 	Myoz1
 	Mef2c
 	Ssbp4
 	C87436
 	C2cd4c
 	Pdia5
 	Dupd1
 	2700060E02Rik
 	Gulp1
 	Pak1ip1
 	Pde8b
 	Tbc1d2
 	Zfp687
 	Dnajc21
 	Usp2
 	Slc16a14
 	Mdm2
 	Pfkp
 	Dap
 	Kcnj6
 	Trpm1
 	Gm11426
 	Bloc1s5
 	F630206G17Rik
 	Usp36
 	Zscan18
 	Setbp1
 	Rnf180
 	Adarb2
 	Osbpl8
 	Abcc12
 	Mctp2
 	C730036E19Rik
 	Med13l
 	1700086L19Rik
 	Nbea
 	Dock11
 	Chrm3
 	Nkx6-3
 	Speer1-ps1
 	Sympk
 	Kctd21
 	Gm10377
 	Arpc3
 	2210417A02Rik
 	Bbox1
 	Prr7
 	Rbmxl2
 	Ldlrad3
 	Rgmb
 	Cda
 	P4ha3
 	Mll3
 	A330033J07Rik
 	Tm4sf19
 	Akap11
 	Pvrl1
 	Gm8764
 	Epm2a
 	Shisa7
 	Eno2
 	St8sia3
 	Unc93b1
 	Fbxw15
 	Gm4850
 	Grid2
 	Kncn
 	Slc6a5
 	Ankfn1
 	1700001C02Rik
 	Thada
 	Ccdc80
 	Nron
 	Ephb1
 	AW495222
 	Mettl10
 	Sfxn5
 	Zfp133-ps
 	Dab2ip
 	Fscb
 	Sox4
 	Mir706
 	Gm5089
 	1500015L24Rik
 	Gm16386
 	Mycs
 	Itga11
 	1700047E10Rik
 	C630028M04Rik
 	Gm17751
 	Gtf2b
 	1700057H15Rik
 	Gm6531
 	Azi2
 	Cntn1
 	Ube3a
 	Lpgat1
 	Nat1
 	Rps4y2
 	Camkk2
 	Xirp2
 	Nsmaf
 	Prdx2
 	Gm1715
 	Ganc
 	Mpped2
 	Cfb
 	Reps1
 	Trp63
 	Spata32
 	Kcnip4
 	Setd4
 	A830009L08Rik
 	Faf2
 	Urb1
 	Trim60
 	Cyb561
 	Rrm2b
 	Zfp583
 	Trim38
 	Ets2
 	Ntn1
 	8430408G22Rik
 	Gm6289
 	Gm20871
 	Cyp2a5
 	Mir713
 	Dnahc11
 	Gm16863
 	Prune2
 	Slc24a4
 	Cdc14a
 	Gm6416
 	Npvf
 	Ncam2
 	Serpinb7
 	Asmt
 	Usp30
 	Nampt
 	Bard1
 	2610316D01Rik
 	Zic4
 	Pde6h
 	Nkain3
 	Srcin1
 	Mfsd7c
 	Tctn1
 	Ubxn4
 	Fam196b
 	B3galt1
 	Acacb
 	Hnrnpd
 	Slc24a2
 	Gm2694
 	Lrrfip1
 	Ncf2
 	Sulf1
 	Fhad1
 	Timm21
 	Apeh
 	Atp2a2
 	Trim9
 	Gm16039
 	Foxc1
 	Metrnl
 	Galnt3
 	Commd7
 	Lrrc66
 	Adam5
 	1700027F09Rik
 	Donson
 	Gm13293
 	Dhx35
 	Fat1
 	Tmem232
 	Sh3gl2
 	Tcl1b1
 	Prdm5
 	Fig4
 	Mir3109
 	Fgf15
 	Dmpk
 	2810049E08Rik
 	Rps6ka1
 	Lhx8
 	5031425E22Rik
 	Spata16
 	Mixl1
 	Vmn2r112
 	Agk
 	Adcy2
 	Lce1l
 	Slc37a1
 	AU023762
 	Mettl13
 	Fam154a
 	Gm19782
 	Cpne8
 	Npy1r
 	Efnb2
 	Gm20125
 	Ccl26
 	Stard13
 	Crebbp
 	Ccng2
 	Aga
 	Gjb6
 	Zfp518b
 	Tmem163
 	Rprl1
 	Gm5523
 	Fam135b
 	Anpep
 	Palm3
 	Cyp26b1
 	Gbp11
 	Akr1c18
 	1700024P16Rik
 	D1Ertd622e
 	Meis1
 	7630403G23Rik
 	Rbm38
 	Mup10
 	Akap6
 	Rfc3
 	Vsig8
 	Gm10649
 	B3gat1
 	Man2b2
 	Gm16445
 	Spag16
 	4932435O22Rik
 	Sec11c
 	Ssb
 	Cpq
 	Vrk3
 	Serpinh1
 	Gm10324
 	Gm765
 	Cadm2
 	Rhbdl3
 	Gm2721
 	Phf2
 	Kcnn3
 	Vmn2r62
 	Luzp2
 	Dnajc3
 	Smyd2
 	Gm6084
 	Ddx27
 	Rbfox1
 	Galnt7
 	Fbxw11
 	Atp6ap1l
 	Gm15881
 	E030018B13Rik
 	Mucl1
 	Nradd
 	E030013I19Rik
 	Slc24a5
 	Efcab4b
 	Stk31
 	Gpr85
 	Runx1t1
 	Mir7b
 	Gm2382
 	Nr5a2
 	Mettl21a
 	Sema3d
 	Grin2b
 	Utrn
 	Edn2
 	Gm5549
 	Dact2
 	Wdr18
 	Mir466g
 	Olfm1
 	Sox9
 	Fmnl2
 	Zfp369
 	Rhoh
 	Sox2ot
 	Traf3ip2
 	Mir5125
 	Kcnq3
 	Foxi1
 	Mir468
 	Tmem161b
 	Gm16793
 	Lurap1l
 	Mir181a-1
 	Otop3
 	Foxo6
 	Ankrd54
 	Cdyl2
 	Slc26a5
 	Agbl1
 	Wdr27
 	Dbt
 	4932441J04Rik
 	Mir511
 	Polq
 	1700061I17Rik
 	Irf2bp1
 	Htr1d
 	Ugcg
 	Zfp831
 	2610019F03Rik
 	Dzip1
 	Atp8a2
 	Gm8096
 	4930511E03Rik
 	Cd82
 	Taf1a
 	Ndufab1
 	1700010I14Rik
 	D330041H03Rik
 	Fat3
 	Ccnh
 	Card11
 	C130030K03Rik
 	H2afy
 	5031434C07Rik
 	Acp5
 	Gjc1
 	Dcdc2a
 	Myom2
 	Ugt8a
 	Smim13
 	Grb14
 	Mdga1
 	Gmpr
 	Runx1
 	4930515G16Rik
 	Dbx2
 	Gm527
 	Slc16a7
 	Fermt1
 	Slc48a1
 	Syt9
 	Thap1
 	Rrbp1
 	Il16
 	Kcnd3
 	Gpr141
 	Mbnl2
 	Gm11627
 	Sobp
 	Slc39a10
 	Speer2
 	Tprg
 	Ms4a4c
 	1700065J18Rik
 	Gm6602
 	Gm6260
 	Mup12
 	Tbca
 	Gm8234
 	Esr2
 	Kit
 	Dpysl2
 	Spint3
 	1600014K23Rik
 	4930432J09Rik
 	Mirlet7i
 	Gm14420
 	Tmprss15
 	Gpbp1
 	Ep300
 	Fam101a
 	Zfp105
 	BC100451
 	B230209K01Rik
 	Tas2r123
 	1700001L19Rik
 	Tamm41
 	Vmn1r87
 	Cd5
 	4930546C10Rik
 	Pop5
 	Gm20756
 	H2afy2
 	Gda
 	Arl2
 	Prss29
 	1700112H15Rik
 	Gm3264
 	Smchd1
 	Opn5
 	Radil
 	Fndc1
 	4933425L06Rik
 	Pdgfc
 	Gm7538
 	Galnt14
 	4930429B21Rik
 	Got2
 	4931417E11Rik
 	Mss51
 	Iltifb
 	Astl
 	Gm15140
 	3110007F17Rik
 	Slc5a12
 	Sfta2
 	Gm20554
 	M6pr
 	Gm16796
 	Nlrp6
 	Zfp64
 	Ralgps2
 	Slc7a1
 	Vav1
 	Gm44
 	Tns3
 	Elac2
 	Shc4
 	Chst2
 	Dlgap2
 	Nuf2
 	Gm6578
 	Mmp17
 	E130012A19Rik
 	6030408B16Rik
 	Nrxn3
 	Pcdhb10
 	Bend5
 	Mir682
 	Frmd4a
 	Galnt1
 	Stxbp6
 	Stt3a
 	Tmem97
 	Bhlha15
 	Olfr1311
 	Ltb4r1
 	Esrrg
 	Rab3b
 	Zfp595
 	4930529F24Rik
 	1700028M03Rik
 	Rimbp3
 	Stc2
 	Xrcc3
 	Smad5
 	2700097O09Rik
 	Gli2
 	Svop
 	Kdm6b
 	Vat1l
 	4922502N22Rik
 	Arhgap15
 	Tmem178b
 	Ttll11
 	Tfap2a
 	Gm10125
 	Pigg
 	Aqp11
 	Pacs2
 	4930533B01Rik
 	Pisd-ps1
 	Cldn5
 	Itsn1
 	Ptn
 	4930547E08Rik
 	Pla2g4d
 	Sh3rf3
 	Osbpl6
 	1700008P02Rik
 	Tnfsf14
 	Fmn2
 	Gtdc1
 	Emp2
 	Fam129a
 	Ndufb6
 	Rc3h1
 	6030407O03Rik
 	Hoxd11
 	Grm3
 	1700091H14Rik
 	Aqp4
 	Klf6
 	2610100L16Rik
 	1700017G19Rik
 	Mir5127
 	Clec16a
 	Ddr2
 	Myo10
 	G0s2
 	Serpinb3d
 	Serpinb9g
 	Acnat2
 	Gm21119
 	1700001F09Rik
 	Asprv1
 	Ppp1r16b
 	Lancl1
 	1700020I14Rik
 	Smarcb1
 	Ghr
 	4930578N18Rik
 	Lrrn4cl
 	Irx1
 	Cdh13
 	Ndufaf5
 	Sdk1
 	Cyp2d12
 	Enox1
 	Ift57
 	Pcdh9
 	Flrt3
 	Gng12
 	1700019E08Rik
 	CK137956
 	Aqp7
 	Gpr34
 	1810041L15Rik
 	Tnfsf8
 	Ambp
 	Sptbn4
 	Apbb1ip
 	F2rl3
 	Mir200b
 	Ulk4
 	Olfr1164
 	Gm20822
 	Eif2b2
 	Prdm13
 	Car8
 	Trim13
 	Nkx2-6
 	Ehmt1
 	Spata7
 	Hist2h4
 	Ndufaf6
 	4930529M08Rik
 	Atg10
 	Galr1
 	Myo1e
 	A130049A11Rik
 	En1
 	Rnf217
 	Gm11186
 	4930590J08Rik
 	Enpp2
 	Oas1d
 	Cd109
 	Slc4a8
 	AI414108
 	Gm15545
 	Msx2
 	Gm10280
 	Gm4340
 	2610035D17Rik
 	Rmnd5a
 	Dcaf12l2
 	Pdlim3
 	Eva1b
 	Eid3
 	Gpx2-ps1
 	Kif16b
 	Cldn14
 	Ccdc59
 	Pdha2
 	Atp2b1
 	Tnp1
 	A630001G21Rik
 	Ntrk3
 	Erf
 	Cdh15
 	Irx6
 	AA545190
 	Gabrg1
 	4933430M04Rik
 	Rnu6
 	Sec61a2
 	Acvr2a
 	Dusp16
 	Rph3a
 	2610017I09Rik
 	Tpd52
 	Dach1
 	Glt25d1
 	Ccdc14
 	Gm5803
 	Clcn3
 	Papolg
 	4930405A10Rik
 	Mir683-2
 	Col6a3
 	Ggct
 	Itgb8
 	Hs3st4
 	Mroh2a
 	Sc4mol
 	Nr2f1
 	Cyp4a12a
 	Grin3a
 	Pik3cg
 	AW554918
 	8030442B05Rik
 	Frk
 	4921506M07Rik
 	Mrap
 	Bmper
 	Pus10
 	B230214G05Rik
 	Chmp4b
 	Bai3
 	Fam174a
 	Mpp6
 	Senp5
 	Tcerg1l
 	Cstad
 	1700023L04Rik
 	Atp1b1
 	Sncg
 	Rpl22l1
 	8030443G20Rik
 	Srp9
 	Gm17746
 	Frmd4b
 	Mir1904
 	Dlg2
 	Rad21
 	Foxj1
 	Sphkap
 	Ctnna3
 	Clstn2
 	Gm11944
 	Herc4
 	Cdk5rap2
 	Ufsp2
 	Kcnn2
 	Bicc1
 	Scn3b
 	4931408C20Rik
 	Ttc7b
 	Tas2r109
 	Bmp2
 	Ptpru
 	4933401B06Rik
 	Ogfrl1
 	Tmem132d
 	Atf6
 	Gpr101
 	Zbtb2
 	Adad1
 	Mettl21e
 	Gm10421
 	Gtf3a
 	Fkbp2
 	Mapk13
 	Mbd3l1
 	4930474G06Rik
 	Cisd1
 	4933430N04Rik
 	Mrps24
 	Khdrbs3
 	Nol11
 	Glrp1
 	Tyw5
 	Dnajc1
 	Ocel1
 	4930581F22Rik
 	Tll1
 	Gm10637
 	Gpr19
 	Shc2
 	1700034G24Rik
 	Gm5382
 	Fbxo8
 	Pde1c
 	A930011G23Rik
 	2310067B10Rik
 	Grik4
 	Olfr1094
 	4933406C10Rik
 	Slc12a8
 	Shank2
 	Eif4h
 	Mir199a-1
 	Peg12
 	Sstr4
 	4930548G14Rik
 	Usp39
 	4930524C18Rik
 	Grhpr
 	Rnaset2a
 	4933412E24Rik
 	Snapc1
 	4930558K02Rik
 	Fibin
 	Zmpste24
 	Tmem241
 	Pggt1b
 	Gm10696
 	Api5
 	Nup214
 	Syt17
 	4930557J02Rik
 	Dnahc7a
 	Cacng2
 	1700092C02Rik
 	Cwf19l2
 	Usp6nl
 	Srsf7
 	Smgc
 	4930555G01Rik
 	Trpc6
 	Vmn2r22
 	Tbr1
 	Arhgap18
 	Mir466b-3
 	Sval1
 	Asun
 	Ythdf3
 	Rerg
 	Ephx4
 	Gm10406
 	Diras2
 	2410089E03Rik
 	Gm5796
 	Agps
 	Gas8
 	Gm21947
 	Irak1bp1
 	Gm5148
 	Ly6k
 	Tcf21
 	Efr3a
 	A530053G22Rik
 	Tbcel
 	Igsf11
 	Suclg1
 	Iqcf1
 	D830032E09Rik
 	Slc17a5
 	Olfr957
 	Birc3
 	Pou3f2
 	Ldoc1
 	Dnmt3b
 	Arhgap22
 	Dbr1
 	Slc38a11
 	Adamts17
 	Arl4a
 	Tmx1
 	1700081H22Rik
 	Pqlc1
 	Rab18
 	1700095A21Rik
 	Atp13a5
 	2410141K09Rik
 	4930405A21Rik
 	Eepd1
 	Rbp3
 	LOC100861615
 	Gm9758
 	Foxd3
 	Dck
 	Cdh4
 	Pard3
 	Ccdc17
 	Snx10
 	Epha4
 	4930444P10Rik
 	Fzd1
 	Klhl8
 	Bnip3l
 	Prmt6
 	Pigp
 	Phf20l1
 	Gm20362
 	Fam216b
 	Adcyap1
 	Pcbp2
 	Tinag
 	Sgcd
 	Pabpc4l
 	Lrp2
 	Hs6st1
 	Golph3l
 	Olfr161
 	4921513I03Rik
 	Lrrfip2
 	Fam188a
 	4933422A05Rik
 	Impad1
 	Cd2
 	Vmn2r100
 	4930590L20Rik
 	Reck
 	Fto
 	Sec63
 	Ppp1r17
 	E330013P04Rik
 	Clk3
 	1700020N15Rik
 	Neto1
 	Zmym2
 	Creb3l1
 	Gpr12
 	4933401H06Rik
 	Gm4710
 	Lyzl1
 	9030025P20Rik
 	Gm17019
 	Ccl28
 	Ssty1
 	Cep95
 	Spp2
 	4930448I06Rik
 	Olfml2b
 	Irgm2
 	Sftpd
 	Zfp507
 	Zfp746
 	Gm16432
 	Tspan3
 	Gpc6
 	Cnksr2
 	Pea15b
 	4930556N09Rik
 	Mageb5
 	Fntb
 	Lrrc4c
 	Spcs3
 	Gm15663
 	1700030C10Rik
 	Mesp1
 	Gpr1
 	Gnat3
 	Sprtn
 	Ddhd1
 	Frmd3
 	Suv420h1
 	Nubpl
 	Enpp6
 	Galnt2
 	Amot
 	4930467K11Rik
 	Tmprss12
 	Thsd4
 	Srgap1
 	Gdpd3
 	Tecta
 	Iyd
 	Gm3696
 	Myl10
 	Gpcpd1
 	Sbk1
 	Coch
 	Vmn1r100
 	Zbtb16
 	Prdm11
 	Lrp1b
 	Cdh26
 	Plin4
 	Chia
 	9130019P16Rik
 	Gm6150
 	Cd38
 	1700081H04Rik
 	Cstf3
 	Fam115e
 	Tjp3
 	Prox1
 	Pknox1
 	Spo11
 	Timp4
 	Crispld2
 	Sgsm3
 	Zfp609
 	Fam172a
 	Trub1
 	1700007B14Rik
 	Lrrc4
 	4930433N12Rik
 	Hspa4l
 	Dmd
 	Tnfsf10
 	7420700N18Rik
 	G6pc
 	E330017L17Rik
 	Dctn6
 	Cggbp1
 	Diap3
 	Tmem184b
 	Dock10
 	Gatsl2
 	4933400F21Rik
 	Megf9
 	Dpp4
 	Zfp386
 	Arhgap29
 	Dsel
 	Tfec
 	Gm12130
 	Armc1
 	Polr3c
 	Fbxl18
 	Emcn
 	9530002B09Rik
 	Zfp352
 	Zfp956
 	Enthd1
 	1700016K19Rik
 	Nup93
 	Ube2z
 	Rab11fip3
 	Slc25a38
 	Mir684-1
 	Ankrd46
 	Gm21221
 	Cbr3
 	Inpp5a
 	Plk2
 	Hgd
 	Rrp8
 	Oaz2
 	Acot10
 	Fxr1
 	Fam114a2
 	Bub3
 	Ppp1r14a
 	Gria3
 	Cnih2
 	Unc5c
 	Cbfa2t2
 	Asb14
 	B4galt6
 	Lcorl
 	Hs3st3b1
 	Slc45a4
 	Cpxcr1
 	Mir1900
 	Mecom
 	Gm20806
 	Ssrp1
 	1700040N02Rik
 	Hrh4
 	Cdh6
 	Tmem248
 	3110001D03Rik
 	Arhgap25
 	Wrap73
 	Ccnd3
 	Xkrx
 	Foxk1
 	Thrb
 	Pmaip1
 	4930599N23Rik
 	Hbp1
 	Tcf3
 	Slc25a17
 	Dad1
 	Fgf14
 	Mospd4
 	Cops4
 	Crb1
 	Col4a4
 	Rab2a
 	Cyp2d26
 	Wwp2
 	Slc38a9
 	Fabp9
 	Gpr161
 	Tex24
 	4930448K20Rik
 	Arl14ep
 	Pinx1
 	Gm9992
 	Zfp459
 	4933434I20Rik
 	Khdc1b
 	Zfp868
 	Fam3b
 	Tmem204
 	Egr3
 	Mroh8
 	Mobp
 	2700054A10Rik
 	Cystm1
 	Tdpoz4
 	8430419L09Rik
 	Stxbp5
 	Gm5833
 	Speer4a
 	Art3
 	Sub1
 	Mrpl46
 	Tsga13
 	Mettl24
 	Kdm4c
 	Cdh12
 	Rfx4
 	Mast4
 	Rsph3b
 	Zfp719
 	Tgfb2
 	Lst1
 	4932411N23Rik
 	Gm5114
 	Vta1
 	Rbm17
 	Olfm4
 	Paqr8
 	Erc1
 	Zfy2
 	Zpld1
 	Vmn2r51
 	Tsga8
 	Ehd1
 	Slitrk1
 	Zfp612
 	1190005I06Rik
 	Mir876
 	Ipp
 	Nxpe3
 	Rap2b
 	Ccdc129
 	Mmp16
 	Far1
 	Olfr461
 	Pbx1
 	Adcy8
 	Ttll6
 	Vwf
 	Ptprf
 	Cubn
 	Fam98a
 	Scamp1
 	Slc9a7
 	4930470H14Rik
 	Rab11a
 	Amelx
 	Pten
 	Zfp712
 	Ceacam14
 	Pclo
 	Ly6c2
 	Sucla2
 	Pla2g5
 	Epha6
 	Ddx25
 	Olfr969
 	Fbxo16
 	Amer2
 	Gm10069
 	Pcsk1
 	B930025P03Rik
 	Hes5
 	1700049E22Rik
 	Tbxas1
 	Fndc3a
 	4930465M20Rik
 	Tmem42
 	Cntn5
 	Edil3
 	Csnka2ip
 	Kcng1
 	Oxgr1
 	Piwil2
 	Kcnj2
 	Ets1
 	Tspan32
 	Slc35c1
 	Hey1
 	Fam19a5
 	Ophn1
 	Myof
 	4933427D14Rik
 	Naglu
 	Gcnt7
 	1700011B04Rik
 	Arhgap8
 	Ccdc117
 	Usp13
 	Mak
 	Abt1
 	E530011L22Rik
 	Ldlrad4
 	Jun
 	Cep112
 	Chst7
 	Cnppd1
 	1700109I08Rik
 	Ehd4
 	Lnx1
 	Ppp1r2-ps7
 	Csf2ra
 	Plxnc1
 	Ace3
 	Muc19
 	Rbm44
 	1700128A07Rik
 	Dgkh
 	Ephx3
 	Mir28c
 	4933402J15Rik
 	Ilf2
 	Rab1
 	Ccnc
 	Gm20754
 	4930486F22Rik
 	1700110C19Rik
 	T
 	Zc3h3
 	Sp110
 	Prickle2
 	Abcg1
 	Usp17le
 	Plekhj1
 	Ntrk2
 	Gm5506
 	4933406G16Rik
 	1700084F23Rik
 	Pcca
 	Zfp36l1
 	Vwc2
 	Gch1
 	Cry1
 	Gm6455
 	Sdr16c6
 	1700067G17Rik
 	Zfp236
 	Snx2
 	l7Rn6
 	Nrbf2
 	Far2
 	Tcea1
 	Zfp518a
 	Rpl10l
 	4930529C04Rik
 	A730018C14Rik
 	Nox3
 	Rfwd2
 	Tldc1
 	Slc10a7
 	Zfp934
 	Gdpd4
 	Fnbp4
 	Accsl
 	Snord116
 	Tsc22d1
 	Gm6297
 	Dnajb1
 	Hspa1b
 	Lipe
 	E330021D16Rik
 	Ppargc1a
 	Tctex1d1
 	2310040G24Rik
 	1700016D06Rik
 	Gml
 	Fam3c
 	Mertk
 	Hsf5
 	Soat1
 	Gem
 	Lhfpl4
 	4930444M15Rik
 	4833428L15Rik
 	Gas2l3
 	Cep57l1
 	Ggnbp1
 	Oaz1-ps
 	Commd10
 	Cdr2
 	Hemt1
 	9330117O12Rik
 	S100a10
 	Col6a5
 	4930449E01Rik
 	4930556G01Rik
 	Serinc5
 	Cald1
 	Lsm6
 	4930448F12Rik
 	Cntnap2
 	Kcnv2
 	Sox6
 	Shisa5
 	Mdfic
 	Rps20
 	Ifngr2
 	Adgb
 	Sema6c
 	Lysmd4
 	Cdv3
 	Prim1
 	Acsbg1
 	Glt28d2
 	Hace1
 	Pdzrn3
 	Meg3
 	Rsrp1
 	Mat2a
 	Plekhm1
 	Col22a1
 	Vmn2r98
 	Cables1
 	Prdm14
 	P4ha1
 	Dscaml1
 	Mettl15
 	Slc7a9
 	Prdm1
 	Ky
 	Pcdh19
 	Ttc37
 	Lrrtm4
 	Sesn2
 	E330012B07Rik
 	Gm4872
 	Plcg2
 	Pdzd2
 	Nmu
 	Myh11
 	Mgst2
 	Olfr1273-ps
 	A230028O05Rik
 	2310015B20Rik
 	Efcab3
 	Gatm
 	Bcat1
 	5031425F14Rik
 	Psmd9
 	Mtnr1b
 	Enah
 	Cops6
 	Gm5860
 	Mir669m-1
 	Helz2
 	Srprb
 	Zcchc13
 	Man1a2
 	Commd8
 	Nckap5
 	Tm4sf1
 	Srcrb4d
 	Slco5a1
 	Zfp706
 	Ttc9
 	Prr5l
 	Pik3cb
 	2310043L19Rik
 	Armc12
 	Cbl
 	Rax
 	Myom3
 	2900011O08Rik
 	Ept1
 	Mitf
 	Gltscr1l
 	Fyttd1
 	Chrm2
 	Galc
 	1810006J02Rik
 	Gm20356
 	Fbxl7
 	4931429P17Rik
 	Alox5ap
 	Prpf40a
 	Atxn7l3b
 	Smoc2
 	Atp6ap2
 	Rab3c
 	4930578C19Rik
 	Rnf34
 	Ptprz1
 	Slco4c1
 	Prss48
 	Zfp423
 	Polr3gl
 	Atxn1
 	1810013L24Rik
 	Sh3tc2
 	Ero1l
 	Cdh10
 	Tmem9b
 	Serpinb3c
 	Rdm1
 	Zbtb7c
 	Ticrr
 	Grp
 	4632428N05Rik
 	Rasgrp3
 	Neto2
 	1700022A22Rik
 	9930104L06Rik
 	D030024E09Rik
 	Vmn2r58
 	Spred2
 	Slx4ip
 	Slc45a1
 	Rad51c
 	Ccdc141
 	Keg1
 	Gm11549
 	Spata13
 	Rhot1
 	Cmtm4
 	2010106C02Rik
 	Patl1
 	Mir3964
 	Cyp4f18
 	Ptch1
 	1700065D16Rik
 	Ccdc158
 	Barhl2
 	4930519D14Rik
 	6030466F02Rik
 	Vwde
 	Daw1
 	Cachd1
 	Tead1
 	Evx2
 	Mgat5
 	4930480K15Rik
 	Gm12633
 	Vars
 	Cbln2
 	Epha5
 	4930471G03Rik
 	Gm5607
 	2700089E24Rik
 	3110009F21Rik
 	Gm14005
 	4930413E15Rik
 	Mir301
 	Sel1l
 	Rnf152
 	D230030E09Rik
 	N6amt1
 	Tmem68
 	Otx1
 	Gja5
 	Stmn4
 	Ddc
 	Otx2os1
 	Aff3
 	Khdrbs2
 	Pofut2
 	Abhd2
 	Sema5b
 	Pax7
 	Zfhx4
 	Ebpl
 	Cln8
 	Afap1l1
 	Riok2
 	Rnf133
 	Cdc73
 	Kctd6
 	Dsc3
 	Mypn
 	Myo9a
 	Diexf
 	4933429O19Rik
 	Mms19
 	1700108F19Rik
 	Gja1
 	4933400L20Rik
 	Celf4
 	Fam181b
 	Gja8
 	Ltbp1
 	Lmo7
 	Tmem52
 	2810055G20Rik
 	Atoh8
 	Lce1m
 	Taf8
 	Anks1b
 	Ghitm
 	Irx3
 	Tnpo3
 	Gm11837
 	Glra2
 	Olfr488
 	Mier1
 	Plekhg1
 	Slc25a21
 	Hddc3
 	6530411M01Rik
 	Adam30
 	Kansl1
 	Atxn7
 	Gm2447
 	Arhgef38
 	Gm16677
 	Slc12a2
 	Stpg2
 	Map2k6
 	Oca2
 	Trove2
 	Cramp1l
 	Mb21d2
